SiteID,SiteName,Provider,Backend,Access,Usr,Pwd,Latitude,Longitude,Active,Owner,Contact,ProviderURL,Description
DAFWA_WN,Wanneroo,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-31.583153,115.694155,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_FR,Frankland,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-34.36490058,116.9806311,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_DA,Dardanup (Waterloo),DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-33.33677,115.783505,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_HV,Harvey,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-33.062245,115.854561,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_ES001,Erangy Springs,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-28.84754,115.27215,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_CA,Carnarvon 1,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-24.858472,113.7168817,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_EN001,Eneabba,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-29.77764,115.31929,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_LK,Lake King,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-33.025421,119.800027,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_MO,Morawa,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-29.220353,115.997377,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_QA001,Qualeup,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-33.8821,116.84215,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_MI,Mingenew,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-29.28453,115.391097,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_SB001,Burracoppin South,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-31.58752,118.6972,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_SC,Scaddan,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-33.428789,121.584967,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_NA001,Narrogin,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-32.92622,117.07455,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_WS001,Westonia,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-31.2283,118.5931,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_TS001,Three Springs,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-29.52322,115.85893,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_BX001,Bindoon,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-31.398,116.101,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_CE001,Canna East,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-28.849235,115.996978,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_GU001,Gutha West,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-29.058694,115.821458,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_BW001,Marradong,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-32.85485,116.44993,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_DP001,Dininnup,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-33.800513,116.552662,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_GI001,Fouracres,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-34.30745,115.549422,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_KR001,Karridale,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-34.227964,115.143141,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_KP001,Newlands,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-33.65428333,115.8671167,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_MA002,Manjimup HRS,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-34.299334,116.127309,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_MX001,Milyeannup,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-34.250121,115.447536,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_NU001,Nannup,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-33.937097,115.794999,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_NL001,Northcliffe,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-34.653996,116.144368,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_ON001,Ongerup North,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-33.816167,118.484433,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_PI001,Pinjarra,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-32.695554,115.916265,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_RB001,Rosa Brook,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-33.936255,115.219066,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_SN001,Stirlings North,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-34.22785,117.915,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_DU001,Dumbleyung,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-33.322317,117.749167,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_PL001,Stirlings South,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-34.553593,117.928297,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_CN001,Condingup,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-33.752886,122.301357,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_MN,Meckering North,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-31.405917,117.159128,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_GA001,Gairdner,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-34.305433,119.09855,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_KE001,Kellerberrin,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-31.6179,117.7203,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_WO001,Watheroo,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-30.30723,116.07002,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_GE001,Glen Eagle,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-32.252814,116.141504,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_PJ001,Perenjori,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-29.42313,116.28129,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_CW001,Coorow,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-29.926466,115.975733,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_ML001,Warradarge East,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-30.039117,115.49881,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_NN001,New Norcia,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-31.08078,116.19989,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_EJ001,Ejanding,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-30.9932,117.1358,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_TW001,Trayning West,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-31.1151,117.7207,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_SH001,Shackelton,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-31.9456,117.8383,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_BN001,Brookton,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-32.3868,117.01348,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_DR001,Dragon Rocks,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-32.8497,119.038966,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_KD001,Kondinin,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-32.46288,118.2694,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_WA001,Wagin,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-33.317465,117.356935,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_CA001,Cascade,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-33.495591,121.137904,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_NY001,Nyabing,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-33.43895,118.2807,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_CP001,Coomalbidgup,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-33.74698,121.281884,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_MR001,Wilyabrup,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-33.7919,115.06367,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_BR,Bonnie Rock,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-30.599684,118.531384,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_EB,East Beverley,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-32.142505,117.173785,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_ME,Merredin,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-31.493128,118.226202,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_MK,Muresk,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-31.72772,116.69127,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_NE,Newdegate,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-33.112956,118.839964,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_NO,Northam,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-31.651611,116.694194,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_YS,Yilgarn,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-31.915622,119.256055,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_KN,Kununurra,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-15.65758333,128.7152778,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_BI,Binnu,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-28.051,114.69575,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_LE,Lancelin East,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-30.884833,115.407943,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_MU,Mullewa,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-28.588141,115.446142,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_BD,Mount Burdett,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-33.410914,122.159201,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_ES,Esperance Downs,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-33.609175,121.795591,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_HO,Mount Howick,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-33.6615,122.709,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_JE,Jerramungup,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-33.7698,118.9124,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_BJ,Brunswick Junction,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-33.270855,115.79648,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_WL001,Williams,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-33.03680,116.8228,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_BO001,Boyatup,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-33.7599,123.124725,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_WR001,West River,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-33.687344,119.64875,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_CO002,Corrigin East,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-32.32285,118.0856,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_MB002,Kendenup West,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-34.45003,117.498986,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_DU002,Dumbleyung GRDC,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-33.33905,117.784184,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_ON002,Ongerup GRDC,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-33.89915,118.46782,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_WT001,Wattleup,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-32.163020,115.831704,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_PM,Pemberton,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-34.405166,115.932851,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_PO001,Popanyinning,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-32.65273683,117.088849,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_DM001,Denmark,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-34.95226,117.370933,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_MR002,Margaret River,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-33.971865,115.105013,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_KW001,Kweda,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-32.3153,117.41553,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
DAFWA_CS003,Cascade NE,DAFWA,DAFWA,Public,,CCB3F85A64008C6AC1789E4F.apikey,-33.13,121.18686,TRUE,WA Department of Primary Industries and Regional Development (DPIRD),enquiries@dpird.wa.gov.au,https://api.agric.wa.gov.au/v1,Part of the DAFWA weather staion network
